Country,City,Area,Area_Clean,Count,Relevant_Week,Relevant_Date,Runtime
India,Jaipur,Tonk Road,Tonk Road,117,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Jaipur,Vaishali Nagar,Vaishali Nagar,540,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Jaipur,Mi Road,Mi Road,114,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Jaipur,Mansarovar,Mansarovar,705,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Jaipur,Raja Park,Raja Park,236,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Jaipur,Bani Park,Bani Park,105,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Jaipur,Bais Godam,Bais Godam,61,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Jaipur,Adarsh Nagar,Adarsh Nagar,102,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Jaipur,Ajmer Highway,Ajmer Highway,158,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Jaipur,Lal Kothi,Lal Kothi,80,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Jaipur,Gopalbari,Gopalbari,68,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Jaipur,Sodala,Sodala,145,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Jaipur,Shyam Nagar,Shyam Nagar,145,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Jaipur,Sindhi Camp,Sindhi Camp,77,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Jaipur,Pink City,Pink City,136,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Jaipur,Amer,Amer,43,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Jaipur,Civil Lines,Civil Lines,45,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Jaipur,Chitrakoot,Chitrakoot,193,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Jaipur,Narayan Singh Circle,Narayan Singh Circle,20,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Jaipur,Sikar Road,Sikar Road,202,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Jaipur,Vidhyadhar Nagar,Vidhyadhar Nagar,179,Week 14-2023,2023-04-07,2023-04-07 22:38:18
